nombre,tipo,telefono,rating_actual,reviews_count,reviews_4_estrellas,rating_potencial,impacto_estimado,top_topic_1,top_topic_2,top_topic_3,mensaje,url_gmb,place_id,address,enviado,respondio,agendo_call,hizo_call,trial,notas
New Jonathan,cafeterias,+5491147889590,4.4,4220,844,4.6000000000000005,+20%,cafe con leche (100),wealth (53),croissant (42),"Hola, analicé tus 4,220 reviews con IA:

Lo que más destacan de New Jonathan:
→ 100 cafe con leche ⭐
→ 53 wealth
→ 42 croissant

Tenés 840+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJDaYOtTG0vJURE6XUuIILQhs,"Av. Lidoro J. Quinteros 1200, C1428BXQ Cdad. Autónoma de Buenos Aires",False,,,,,
New Jonathan,bares,+5491147889590,4.4,4220,844,4.6000000000000005,+20%,cafe con leche (100),wealth (53),croissant (42),"Hola, analicé tus 4,220 reviews con IA:

Lo que más destacan de New Jonathan:
→ 100 cafe con leche ⭐
→ 53 wealth
→ 42 croissant

Tenés 840+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJDaYOtTG0vJURE6XUuIILQhs,"Av. Lidoro J. Quinteros 1200, C1428BXQ Cdad. Autónoma de Buenos Aires",False,,,,,
Starbucks,cafeterias,+54955307000,4.2,4195,839,4.6000000000000005,+45%,products (82),bathroom (62),frappuccino (50),"Hola, analicé tus 4,195 reviews con IA:

Lo que más destacan de Starbucks:
→ 82 products ⭐
→ 62 bathroom
→ 50 frappuccino

Tenés 830+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.starbucks.com.ar/,ChIJZaViViq0vJUR43FMrWPDiUA,"Av. Cabildo 2594, C1428AAU Cdad. Autónoma de Buenos Aires",False,,,,,
Mooi Rosedal,restaurantes,+5491147750947,4.5,4176,835,4.7,+44%,gastronomic (111),lake (54),tragos (25),"Hola, analicé tus 4,176 reviews con IA:

Lo que más destacan de Mooi Rosedal:
→ 111 gastronomic ⭐
→ 54 lake
→ 25 tragos

Tenés 830+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/arcosdelrosedal/,ChIJm3G3ap-1vJURxOHWz7bNE-w,"Av. Infanta Isabel 110, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
Carnal Resto Bar,bares,+5491164677953,4.2,4170,834,4.6000000000000005,+45%,stage (232),floor (120),terrace (119),"Hola, analicé tus 4,170 reviews con IA:

Lo que más destacan de Carnal Resto Bar:
→ 232 stage ⭐
→ 120 floor
→ 119 terrace

Tenés 830+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/barcarnal/?hl=es,ChIJ-Yli6Yy1vJURJ_OSilGnjqw,"Cnel. Niceto Vega 5511, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
J.W. Bradley,restaurantes,+5491169772038,4.3,4169,833,4.7,+44%,setting (478),train (168),letter (160),"Hola, analicé tus 4,169 reviews con IA:

Lo que más destacan de J.W. Bradley:
→ 478 setting ⭐
→ 168 train
→ 160 letter

Tenés 830+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://bradleyltdbar.com/,ChIJgXtD2o61vJURhIF5UzVbdPU,"Godoy Cruz 1875, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
J.W. Bradley,bares,+5491169772038,4.3,4169,833,4.7,+44%,setting (478),train (168),letter (160),"Hola, analicé tus 4,169 reviews con IA:

Lo que más destacan de J.W. Bradley:
→ 478 setting ⭐
→ 168 train
→ 160 letter

Tenés 830+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://bradleyltdbar.com/,ChIJgXtD2o61vJURhIF5UzVbdPU,"Godoy Cruz 1875, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Cochinchina,restaurantes,+5491122476452,4.3,4085,817,4.7,+44%,setting (352),comida (152),author (77),"Hola, analicé tus 4,085 reviews con IA:

Lo que más destacan de Cochinchina:
→ 352 setting ⭐
→ 152 comida
→ 77 author

Tenés 810+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJs2XPmoG1vJURwboMb5sigY0,"Armenia 1540, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Cochinchina,bares,+5491122476452,4.3,4085,817,4.7,+44%,setting (352),comida (152),author (77),"Hola, analicé tus 4,085 reviews con IA:

Lo que más destacan de Cochinchina:
→ 352 setting ⭐
→ 152 comida
→ 77 author

Tenés 810+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJs2XPmoG1vJURwboMb5sigY0,"Armenia 1540, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Cobra,bares,+5491159919880,4.4,4065,813,4.6000000000000005,+20%,leo (97),uri (74),the moon (48),"Hola, analicé tus 4,065 reviews con IA:

Lo que más destacan de Cobra:
→ 97 leo ⭐
→ 74 uri
→ 48 the moon

Tenés 810+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.instagram.com/cobra.ba,ChIJ_d8ElLO1vJURsXhQzNHiF9Y,"Avenida del Libertador, Av. Coronel Marcelino E. Freyre 3880, Buenos Aires",False,,,,,
Siamo nel Forno,restaurantes,+5491148752162,4.4,4049,809,4.6000000000000005,+20%,neapolitan pizza (751),prosciutto (220),burrata (114),"Hola, analicé tus 4,049 reviews con IA:

Lo que más destacan de Siamo nel Forno:
→ 751 neapolitan pizza ⭐
→ 220 prosciutto
→ 114 burrata

Tenés 800+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://instagram.com/siamonelforno?igshid=sfb681r1ma05,ChIJ2djrCJO1vJUR08vy0HsTv3w,"Costa Rica 5886, C1414BTJ Cdad. Autónoma de Buenos Aires, Argentina",False,,,,,
Lo de Carlitos - El Sabor Original,restaurantes,+5491148962605,4.4,3971,794,4.6000000000000005,+20%,pancakes (609),wealth (152),dulce de leche (101),"Hola, analicé tus 3,971 reviews con IA:

Lo que más destacan de Lo de Carlitos - El Sabor Original:
→ 609 pancakes ⭐
→ 152 wealth
→ 101 dulce de leche

Tenés 790+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.lodecarlitos.com/,ChIJCeoR8dK1vJURSk77cbI5yes,"Av. Juramento 2080, C1428DNH Cdad. Autónoma de Buenos Aires",False,,,,,
Sans Armenia Deli & Drinks,restaurantes,+5491148334950,4.0,3948,789,4.4,+44%,lemonade (112),terrace (80),merienda (66),"Hola, analicé tus 3,948 reviews con IA:

Lo que más destacan de Sans Armenia Deli & Drinks:
→ 112 lemonade ⭐
→ 80 terrace
→ 66 merienda

Tenés 780+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.facebook.com/Sans-Armenia-Deli-Drinks-142825765788273/,ChIJoX0npIe1vJURH3hTOIr4jmI,"Costa Rica 4602, C1414 BSJ, Cdad. Autónoma de Buenos Aires",False,,,,,
Starbucks,cafeterias,+54955307000,4.1,3934,786,4.5,+44%,furniture (122),floors (110),frappuccino (32),"Hola, analicé tus 3,934 reviews con IA:

Lo que más destacan de Starbucks:
→ 122 furniture ⭐
→ 110 floors
→ 32 frappuccino

Tenés 780+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.starbucks.com.ar/,ChIJR9sqM8G1vJURJtIteHHi1JI,"Av. Cabildo 702, C1426AAU Cdad. Autónoma de Buenos Aires",False,,,,,
Starbucks,cafeterias,+5498001220129,4.2,3934,786,4.6000000000000005,+45%,bathroom (69),frappuccino (58),book store (22),"Hola, analicé tus 3,934 reviews con IA:

Lo que más destacan de Starbucks:
→ 69 bathroom ⭐
→ 58 frappuccino
→ 22 book store

Tenés 780+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.starbucks.com.ar/,ChIJwQytLn61vJUROylEq0I8n-U,"Av. Sta. Fe 3490, C1425BGW Cdad. Autónoma de Buenos Aires",False,,,,,
Victoria Brown Bar,bares,+5491124073412,4.4,3921,784,4.6000000000000005,+20%,lighting (692),setting (391),clock (326),"Hola, analicé tus 3,921 reviews con IA:

Lo que más destacan de Victoria Brown Bar:
→ 692 lighting ⭐
→ 391 setting
→ 326 clock

Tenés 780+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJFRyiGIa1vJURJx3Z5805yZI,"Costa Rica 4827, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Parque Bar Botánico,bares,+5491131577177,4.3,3912,782,4.7,+44%,ambientación (341),ricos (220),carta (185),"Hola, analicé tus 3,912 reviews con IA:

Lo que más destacan de Parque Bar Botánico:
→ 341 ambientación ⭐
→ 220 ricos
→ 185 carta

Tenés 780+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/parquebar.ba/?hl=es,ChIJ_cYUEYm1vJURKy0TAHzUOUs,"Thames 1472, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Le Pain Quotidien,restaurantes,+5491148072098,4.2,3883,776,4.6000000000000005,+45%,mug (194),cafe con leche (185),bakery (136),"Hola, analicé tus 3,883 reviews con IA:

Lo que más destacan de Le Pain Quotidien:
→ 194 mug ⭐
→ 185 cafe con leche
→ 136 bakery

Tenés 770+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.lepainquotidien.com/ar/en/locations/Salguero/Salguero-3075,ChIJGSSQ12S1vJUR_aIe2Z7fqUI,"Jerónimo Salguero 3075, C1425DFB Cdad. Autónoma de Buenos Aires",False,,,,,
Le Pain Quotidien,cafeterias,+5491148072098,4.2,3883,776,4.6000000000000005,+45%,mug (194),cafe con leche (185),bakery (136),"Hola, analicé tus 3,883 reviews con IA:

Lo que más destacan de Le Pain Quotidien:
→ 194 mug ⭐
→ 185 cafe con leche
→ 136 bakery

Tenés 770+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.lepainquotidien.com/ar/en/locations/Salguero/Salguero-3075,ChIJGSSQ12S1vJUR_aIe2Z7fqUI,"Jerónimo Salguero 3075, C1425DFB Cdad. Autónoma de Buenos Aires",False,,,,,
Almacén de Pizzas,restaurantes,+5491152639808,4.4,3874,774,4.6000000000000005,+20%,empanadas (85),socca (57),provolone (33),"Hola, analicé tus 3,874 reviews con IA:

Lo que más destacan de Almacén de Pizzas:
→ 85 empanadas ⭐
→ 57 socca
→ 33 provolone

Tenés 770+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.almacendepizzas.com/,ChIJWW4k7pG1vJURAKfZM1-AbBE,"Fitz Roy 1994, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
YPF,cafeterias,+5491154417891,4.1,3844,768,4.5,+44%,naphtha (73),cafe (64),beach (41),"Hola, analicé tus 3,844 reviews con IA:

Lo que más destacan de YPF:
→ 73 naphtha ⭐
→ 64 cafe
→ 41 beach

Tenés 760+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.ypf.com/,ChIJQQOXs17LvJURGpuD-UM8k7Y,"Av. Córdoba 4201, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Jolie Bistró,restaurantes,+5491145510766,4.1,3840,768,4.5,+44%,snack (149),letter (130),scones (100),"Hola, analicé tus 3,840 reviews con IA:

Lo que más destacan de Jolie Bistró:
→ 149 snack ⭐
→ 130 letter
→ 100 scones

Tenés 760+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://linktr.ee/joliebistro,ChIJ4x8u6Hi2vJURKfgC60rD3QU,"Conde 2036, C1428 DAF, Cdad. Autónoma de Buenos Aires",False,,,,,
